Waterbody OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Species,Species French,Season,Season French,Size Limit Only,Size Limit Only French,Limit,Limit French,Bait Restriction,Bait Restriction French,Gear Restriction,Gear Restriction French,Impounding Device Restriction,Impounding Device Restriction French,Time of Day Restriction,Time of Day Restriction French,Special Licence Tag,Special Licence Tag French,General Catch and Possession Restriction,General Catch and Possession Restriction French,Effective Date,Expiry Date
125209040,8,"Groundhog River - from the bridge on Hwy. 101, downstream to the mouth of the Nat River - Reeves, Melrose, Strachan, Montcalm and Poulett Twps.","Rivière Groundhog - depuis le pont de la route 101 en aval jusqu’à l’embouchure de la rivière Nat - cantons de Reeves, Melrose, Strachan, Montcalm et Poulett.",Lake Sturgeon,Esturgeon de lac (esturgeon jaune),Jan. 1 - Apr. 14 & July 1 - Dec. 31,"1er janv. et le 14 avril, et du 1er juillet au 31 déc.",No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209034,8,Esker Lakes Provincial Park - all lakes in or partially in the park.,"Parc provincial Esker Lakes - tous les lacs qui font partie du parc, de façon complète ou partielle.",,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209014,8,"Blanche River and its tributaries, including the Moose, Wright, Pontleroy and Jean Baptiste Creeks, and the Englehart, Larder and Misema Rivers, and the Wabi River and tributaries.","Rivière Blanche et ses tributaires, y compris les ruisseaux Moose, Wright, Pontleroy et Jean Baptiste, les rivières Englehart, Larder et Misema et la rivière Wabi et ses tributaires.",Lake Sturgeon,Esturgeon de lac (esturgeon jaune),Closed all year,Pêche fermée toute l’année,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125208969,7,"Missing Lake (48°00'07""N., 85°29'08""W.)","Lac Missing (48° 00' 07""N., 85° 29' 08""O.)",Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 2, any size","S - 2, toutes tailles",,,,,,,,,,,,,01/01/2022,12/31/2022
125209013,7,"Yucca Lake (49°23’N., 86°37’W.).",Lac Yucca (49° 23‘ N. et 86° 37‘ O.),Lake Trout,Touladi,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 0,C - 0,,,,,,,,,,,,,01/01/2022,12/31/2022
125209169,10,East Goulais River - from Laughing Lake in Menard Twp. to the Goulais River.,Rivière Goulais Est - depuis le lac Laughing dans le canton de Ménard jusqu’à la rivière Goulais.,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Only artificial flies may be used,Seules les mouches artificielles sont permises.,,,,,,,,,,,01/01/2022,12/31/2022
125209007,7,"Waters east of Pukaskwa National Park - within the following boundary: Beginning at the southwest corner of Legarde Twp., then west along the projection of the southeast boundary of Legarde Twp., to the east boundary of Pukaskwa National Park, and includi","Les eaux à l‘est du parc national Pukaskwa - à l‘intérieur des limites suivantes : commençant à l‘angle sudouest du canton de Legarde, puis vers l‘ouest en suivant la projection de la limite sud-est du canton de Legarde, jusqu‘à la limite est du parc nati",Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 2, any size","S - 2, toutes tailles",,,,,,,,,,,,,01/01/2022,12/31/2022
125209004,7,"Wabenung Lake (48°24'09""N., 84°47'37""W.) - Carmody Township","Lac Wabenung (48° 24' 09""N., 84° 47' 37""O.) - canton de Carmody",Walleye,Doré jaune,Closed all year,Pêche fermée toute l‘année,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125208995,7,"Sun Lake (49°25’N., 86°34’W.).",Lac Sun (49° 25‘ N. et 86° 34‘ O.),Lake Trout,Touladi,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 1,C - 1,,,,,,,,,,,,,01/01/2022,12/31/2022
125208995,7,"Sun Lake (49°25’N., 86°34’W.).",Lac Sun (49° 25‘ N. et 86° 34‘ O.),Lake Trout,Touladi,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 1,S - 1,,,,,,,,,,,,,01/01/2022,12/31/2022
125208989,7,Rock Lake - Tilston Twp.,Lac Rock - canton de Tilston.,Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 1, any size","C - 1, toutes tailles",Only artificial lures may be used,Seuls les appâts artificiels sont permis.,,,,,,,,,,,01/01/2022,12/31/2022
125208989,7,Rock Lake - Tilston Twp.,Lac Rock - canton de Tilston.,Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 2, any size","S - 2, toutes tailles",Only artificial lures may be used,Seuls les appâts artificiels sont permis.,,,,,,,,,,,01/01/2022,12/31/2022
125208987,7,"Pukaskwa National Park and the surrounding waters south of a line running west from the south boundary of Knowles Twp. and east of the Thunder Bay-Algoma District Boundary, and including the waters of Pokei Creek, Gibson Lake, Jarvey Lake, Coronation Cree","Parc national Pukaskwa et les eaux environnantes au sud d‘une ligne se prolongeant vers l‘ouest depuis la limite sud du canton de Knowles, et vers l‘est de la baie Thunder - limite du district d‘Algoma, et incluant les eaux du ruisseau Pokei, des lacs Gib",,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125208984,7,"Onaman Lake (50°00'18""N., 87°26'49""W.)","Lac Onaman (50° 00' 18""N., 87° 26' 49""O.)",All Species,Toutes les espèces,Closed to all species from Mar. 1 - May 31,Pêche fermée à toutes les espèces du 1er mars au 31 mai.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125208983,7,"Obatanga Provincial Park (all waters) including Bogle, Burnfield, Cotton, Knife, Obatanga and Patron Lakes.","Parc provincial Obatanga (toutes les eaux) y compris les lacs Bogle, Burnfield, Cotton, Knife, Obatanga et Patton.",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 1, must be less than 40 cm (15.7 in.)","C - 1, mesurant moins de 40 cm (15,7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209013,7,"Yucca Lake (49°23’N., 86°37’W.).",Lac Yucca (49° 23‘ N. et 86° 37‘ O.),Lake Trout,Touladi,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 1,S - 1,,,,,,,,,,,,,01/01/2022,12/31/2022
125432051,5,"Winnipeg River System - from outflow of Lake of the Woods to the Manitoba Border, including Big Sand Lake (50°08’N., 94°38’W.), Eaglenest Lake (50°12’43“N., 95°08’40“W.), English River, from the Winnipeg and English Rivers upstream to the Caribou Falls da","Réseau de la rivière Winnipeg - depuis le débit sortant du lac des Bois jusqu’à la frontière du Manitoba, y compris le lac Big Sand (50°08’ N., 94°38’ O.), le lac Eaglenest (50°12’43” N., 95°08’40” O.), la rivière English, depuis les rivières Winnipeg et ",Yellow Perch,Perchaude,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 15,C - 10,,,,,,,,,,,,,01/01/2022,12/31/2022
125209285,11,"French River and French River Provincial Park - waters lying south of the Five Finger Rapids, and west of the Chaudière Dam downstream to the Hwy. 69 bridge including Wolseley Bay, the North Channel of the French River, 18 Mile Bay, Ranger Bay and Dry Pin","Rivière des Français et parc provincial de la rivière des Français - les eaux situées au sud des rapides Five Finger et à l’ouest du barrage Chaudière, en aval jusqu’au pont de la route 69, y compris la baie Wolseley, le chenal Nord de la rivière des Fran",Northern Pike,Grand brochet,Jan. 1 - Mar. 31 & 3rd Sat. in May - Dec. 31,"1er janv. et le 31 mars, et du 3e samedi de mai au 31 déc.",No size limits,Aucune limite de taille,"C - 2, none between 53 - 86 cm (21 - 34 in.), not more than 1 greater than 86 cm (34 in.)","C - 2, aucun entre 53-86 cm (21-34 po), un seul dépassant 86 cm (34 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209285,11,"French River and French River Provincial Park - waters lying south of the Five Finger Rapids, and west of the Chaudière Dam downstream to the Hwy. 69 bridge including Wolseley Bay, the North Channel of the French River, 18 Mile Bay, Ranger Bay and Dry Pin","Rivière des Français et parc provincial de la rivière des Français - les eaux situées au sud des rapides Five Finger et à l’ouest du barrage Chaudière, en aval jusqu’au pont de la route 69, y compris la baie Wolseley, le chenal Nord de la rivière des Fran",Northern Pike,Grand brochet,Jan. 1 - Mar. 31 & 3rd Sat. in May - Dec. 31,"1er janv. et le 31 mars, et du 3e samedi de mai au 31 déc.",No size limits,Aucune limite de taille,"S - 4 - none between 53 - 86 cm (21 - 34 in.), not more than 1 greater than 86 cm (34 in.)","S - 4, aucun entre 53-86 cm (21-34 po), un seul dépassant 86 cm (34 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209283,11,"Florence Lake (47°13'36""N., 80°33'09""W.) - Dundee Township","Lac Florence (47° 13' 36""N., 80° 33' 09""O.) - canton de Dundee",Lake Trout,Touladi,Closed all year,Pêche fermée toute l‘année,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209281,11,Emerald Lake - McAuslan Twp.,Lac Emerald - canton de McAuslan,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209278,11,Camp Lake - McAuslan Twp.,Lac Camp - canton de McAuslan,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209276,11,Big Webb Lake - Parkman Twp.,Grand lac Webb - canton de Parkman,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209497,15,Stick Lake - Anstruther Twp.,Lac Stick - canton d'Anstruther,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209496,15,Stethan Lake - Anstruther Twp.,Lac Stethan - canton d'Anstruther,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209478,15,Runaround Lake - Anstruther Twp.,Lac Runaround - canton d'Anstruther,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125432051,5,"Winnipeg River System - from outflow of Lake of the Woods to the Manitoba Border, including Big Sand Lake (50°08’N., 94°38’W.), Eaglenest Lake (50°12’43“N., 95°08’40“W.), English River, from the Winnipeg and English Rivers upstream to the Caribou Falls da","Réseau de la rivière Winnipeg - depuis le débit sortant du lac des Bois jusqu’à la frontière du Manitoba, y compris le lac Big Sand (50°08’ N., 94°38’ O.), le lac Eaglenest (50°12’43” N., 95°08’40” O.), la rivière English, depuis les rivières Winnipeg et ",Yellow Perch,Perchaude,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 10,C - 10,,,,,,,,,,,,,01/01/2022,12/31/2022
125209285,11,"French River and French River Provincial Park - waters lying south of the Five Finger Rapids, and west of the Chaudière Dam downstream to the Hwy. 69 bridge including Wolseley Bay, the North Channel of the French River, 18 Mile Bay, Ranger Bay and Dry Pin","Rivière des Français et parc provincial de la rivière des Français - les eaux situées au sud des rapides Five Finger et à l’ouest du barrage Chaudière, en aval jusqu’au pont de la route 69, y compris la baie Wolseley, le chenal Nord de la rivière des Fran",Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",Jan.1 - Mar. 31 & 3rd Sat. in May - Dec. 31,"1er janv. et le 31 mars, et du 3e samedi de mai au 31 déc.",No size limits,Aucune limite de taille,"C - 2, none between 40 - 60 cm (15.7 - 23.6 in.), not more than 1 greater than 60 cm (23.6 in.)","C - 2, aucun entre 40-60 cm (15,7-23,6 po) et un seul mesurant plus de 60 cm (23.6 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209491,15,South Wildcat Lake - Havelock Twp.,Lac Wildcat Sud - canton de Havelock,Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209490,15,"South Tasso Lake (45°25'49""N., 78°55'35""W.) - Finlayson Township","Lac South Tasso (45° 25' 49""N., 78° 55' 35""O.) - canton de Finlayson",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209489,15,"Solitaire Lake (45°23'31""N., 79°00'31""W.) - Sinclair Township","Lac Solitaire (45° 23' 31""N., 79° 00' 31""O.) - canton de Sinclair",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125432051,5,"Winnipeg River System - from outflow of Lake of the Woods to the Manitoba Border, including Big Sand Lake (50°08’N., 94°38’W.), Eaglenest Lake (50°12’43“N., 95°08’40“W.), English River, from the Winnipeg and English Rivers upstream to the Caribou Falls da","Réseau de la rivière Winnipeg - depuis le débit sortant du lac des Bois jusqu’à la frontière du Manitoba, y compris le lac Big Sand (50°08’ N., 94°38’ O.), le lac Eaglenest (50°12’43” N., 95°08’40” O.), la rivière English, depuis les rivières Winnipeg et ",Muskellunge,Maskinongé,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 0,C - 0,,,,,,,,,,,,,01/01/2022,12/31/2022
125432051,5,"Winnipeg River System - from outflow of Lake of the Woods to the Manitoba Border, including Big Sand Lake (50°08’N., 94°38’W.), Eaglenest Lake (50°12’43“N., 95°08’40“W.), English River, from the Winnipeg and English Rivers upstream to the Caribou Falls da","Réseau de la rivière Winnipeg - depuis le débit sortant du lac des Bois jusqu’à la frontière du Manitoba, y compris le lac Big Sand (50°08’ N., 94°38’ O.), le lac Eaglenest (50°12’43” N., 95°08’40” O.), la rivière English, depuis les rivières Winnipeg et ",Muskellunge,Maskinongé,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 1; must be greater than 137 cm,S - 1; doit dépasser 137 cm,,,,,,,,,,,,,01/01/2022,12/31/2022
125209215,10,"Lake 44 (47°10'50""N., 81°05'38""W.) - Leask Township","Lac 44 (47° 10' 50""N., 81° 05' 38""O.) - canton de Leask",Lake Trout,Touladi,Feb. 15 - Mar. 15 & 3rd Sat. in May - Labour Day,"15 févr. et le 15 mars, et du 3e samedi de mai à la fête du Travail",No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209482,15,"Sherborne Lake (45°10'47""N., 78°47'04""W.) - Sherborne Township","Lac Sherborne (45° 10' 47""N., 78° 47' 04""O.) - canton de Sherborne",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209226,10,"Lower Matagamasi Lake (46°50'20""N., 80°29'04""W.) - Mccarthy Township","Lac Lower Matagamasi (46° 50' 20""N., 80° 29' 04""O.) - canton de Mccarthy",Lake Trout,Touladi,Closed all year,Pêche fermée toute l‘année,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209480,15,Scott Lake - Peck Twp.,Lac Scott - canton de Peck,Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 2,C - 2,Only artificial lures may be used,Seuls les appâts artificiels sont permis.,,,,,,,,,,,01/01/2022,12/31/2022
125209494,15,"Spring Lake (Fowke Lake) (45°48'37""N., 79°40'54""W.) - Lount Township","Lac Spring (Fowke Lake) (45° 48' 37""N., 79° 40' 54""O.) - canton de Lount",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209295,11,Lake Nipissing - including the waters of the French River from the Chaudière and the Little Chaudière dams to Lake Nipissing; the west bay of Lake Nipissing in Haddo Township; the northwest bay of Lake Nipissing to the falls of MacPherson Creek; the Sturg,Lac Nipissing- comprend les eaux de la rivière des Français depuis les barrages Chaudière et Little Chaudière jusqu’au lac Nipissing; la baie ouest du lac Nipissing dans le canton de Haddo; de la baie nord-ouest du lac Nipissing jusqu’aux chutes du ruisse,Walleye,Doré jaune,Jan. 1 - Mar. 15 & 3rd Sat. in May - Oct. 15,"1er janv. et le 15 mars, et du 3e samedi de mai au 15 oct.",No size limits,Aucune limite de taille,"S - 2, must be between 40-45 cm","S - 2, doit mesurer entre 40 et 45 cm",,,,,,,,,,,,,01/01/2022,12/31/2022
125209315,11,Otter Lake - Parkman Twp.,Lac Otter - canton de Parkman,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209314,11,Orient Lake - McAuslan Twp.,Lac Orient - canton de McAuslan,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209313,11,"Obabika Lake (47°00'60""N., 80°16'26""W.) - Belfast Township","Lac Obabika (47° 00' 60""N., 80° 16' 26""O.) - canton de Belfast",Lake Trout,Touladi,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 0,C - 0,,,,,,,,,,,,,01/01/2022,12/31/2022
125209313,11,"Obabika Lake (47°00'60""N., 80°16'26""W.) - Belfast Township","Lac Obabika (47° 00' 60""N., 80° 16' 26""O.) - canton de Belfast",Lake Trout,Touladi,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 1,S - 1,,,,,,,,,,,,,01/01/2022,12/31/2022
125209312,11,"Norway Lake (46°45'08""N., 79°15'08""W.) - Wyse Township","Lac Norway (46° 45' 08""N., 79° 15' 08""O.) - canton de Wyse",,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209309,11,"Mug Lake (46°44'33""N., 79°22'30""W.) - McAuslan Township","Lac Mug (46° 44' 33""N., 79° 22' 30""O.) - canton de McAuslan",,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209306,11,Modder Lake - McAuslan and La Salle Twps.,Lac Modder - cantons de McAuslan et La Salle,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209302,11,Little Webb Lake - Parkman Twp.,Petit lac Webb - canton de Parkman,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209301,11,Little Clear Lake - Boulter Twp.,Petit lac Clear - canton de Boulter,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209285,11,"French River and French River Provincial Park - waters lying south of the Five Finger Rapids, and west of the Chaudière Dam downstream to the Hwy. 69 bridge including Wolseley Bay, the North Channel of the French River, 18 Mile Bay, Ranger Bay and Dry Pin","Rivière des Français et parc provincial de la rivière des Français - les eaux situées au sud des rapides Five Finger et à l’ouest du barrage Chaudière, en aval jusqu’au pont de la route 69, y compris la baie Wolseley, le chenal Nord de la rivière des Fran",Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 2, none between 33 - 43 cm (13 - 17 in.), not more than 1 greater than 43 cm (17 in.)","C - 2, aucun entre 33-43 cm (13-17 po), un seul dépassant 43 cm (17 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209295,11,Lake Nipissing - including the waters of the French River from the Chaudière and the Little Chaudière dams to Lake Nipissing; the west bay of Lake Nipissing in Haddo Township; the northwest bay of Lake Nipissing to the falls of MacPherson Creek; the Sturg,Lac Nipissing- comprend les eaux de la rivière des Français depuis les barrages Chaudière et Little Chaudière jusqu’au lac Nipissing; la baie ouest du lac Nipissing dans le canton de Haddo; de la baie nord-ouest du lac Nipissing jusqu’aux chutes du ruisse,Walleye,Doré jaune,Jan. 1 - Mar. 15 & 3rd Sat. in May - Oct. 15,"1er janv. et le 15 mars, et du 3e samedi de mai au 15 oct.",No size limits,Aucune limite de taille,"C - 1, must be between 40-45 cm","C - 1, doit mesurer entre 40 et 45 cm",,,,,,,,,,,,,01/01/2022,12/31/2022
125209285,11,"French River and French River Provincial Park - waters lying south of the Five Finger Rapids, and west of the Chaudière Dam downstream to the Hwy. 69 bridge including Wolseley Bay, the North Channel of the French River, 18 Mile Bay, Ranger Bay and Dry Pin","Rivière des Français et parc provincial de la rivière des Français - les eaux situées au sud des rapides Five Finger et à l’ouest du barrage Chaudière, en aval jusqu’au pont de la route 69, y compris la baie Wolseley, le chenal Nord de la rivière des Fran",Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 4 - none between 33 - 43 cm (13 - 17 in.), not more than 1 greater than 43 cm (17 in.)","S - 4 - aucun entre 33-43 cm (13-17 po), un seul dépassant 43 cm (17 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209295,11,Lake Nipissing - including the waters of the French River from the Chaudière and the Little Chaudière dams to Lake Nipissing; the west bay of Lake Nipissing in Haddo Township; the northwest bay of Lake Nipissing to the falls of MacPherson Creek; the Sturg,Lac Nipissing- comprend les eaux de la rivière des Français depuis les barrages Chaudière et Little Chaudière jusqu’au lac Nipissing; la baie ouest du lac Nipissing dans le canton de Haddo; de la baie nord-ouest du lac Nipissing jusqu’aux chutes du ruisse,Yellow Perch,Perchaude,Jan. 1 - Mar. 15 & 3rd Sat. in May - Oct. 15,"1er janv. et le 15 mars, et du 3e samedi de mai au 15 oct.",No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209295,11,Lake Nipissing - including the waters of the French River from the Chaudière and the Little Chaudière dams to Lake Nipissing; the west bay of Lake Nipissing in Haddo Township; the northwest bay of Lake Nipissing to the falls of MacPherson Creek; the Sturg,Lac Nipissing- comprend les eaux de la rivière des Français depuis les barrages Chaudière et Little Chaudière jusqu’au lac Nipissing; la baie ouest du lac Nipissing dans le canton de Haddo; de la baie nord-ouest du lac Nipissing jusqu’aux chutes du ruisse,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",Jan. 1 - Mar. 15 & 3rd Sat. in May - Nov. 30,"1er janv. et le 15 mars, et du 3e samedi de mai au 30 nov.",No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
