Fish Sanctuary OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Fish Sanctuary,Fish Sanctuary French,Effective Date,Expiry Date
107036008,15,"Royal Lake (45°49'N., 79°08'W.) - Paxton Twp.",Lac Royal (45° 49' N. et 79° 08' O.) - canton de Paxton,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036009,15,Shallnot Lake - Clancy Twp.,Lac Shallnot - canton de Clancy,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107036010,15,"Six Mile Creek (Bennett’s Creek) – Watt Twp., Three Mile Lake to Muskoka Road 35.","Ruisseau Six Mile (ruisseau Bennett's) - cantons de Watt, lac Three Mile jusqu'à la route Muskoka 532.",Fish sanctuary - no fishing from Apr. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - pêche interdite du 1er avril au vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107036011,15,Slipper Lake - Havelock Twp.,Lac Slipper - canton de Havelock,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Dec. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er au 31 déc.",01/01/2022,12/31/2022
107036012,15,Stocking Lake - Havelock Twp.,Lac Stocking - canton de Havelock,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Dec. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er au 31 déc.",01/01/2022,12/31/2022
107036013,15,"Stoney Lake (45°48'N., 79°08'W.) - Paxton Twp.",Lac Stoney (45° 48' N. et 79° 08' O.) - canton de Paxton,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036014,15,Stoplog Lake - Burleigh Twp.,Lac Stoplog - canton de Burleigh,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Dec. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er au 31 déc.",01/01/2022,12/31/2022
107036015,15,Stringer Lake - Lawrence Twp.,Lac Stringer - canton de Lawrence,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107036016,15,Sucker Creek - Wilson Twp.,Ruisseau Sucker - canton de Wilson,Fish sanctuary - no fishing from Apr. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - pêche interdite du 1er avril au vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107036017,15,Tallan Lake - Chandos Twp.,Lac Tallan - canton de Chandos,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in May & Dec. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi de mai, ni du 1er au 31 déc.",01/01/2022,12/31/2022
107036018,15,"Trout Lake (45°35'N., 80°10'W.) - East Burpee Twp.",Lac Trout (45° 35' N. et 80° 10' O.) - canton de Burpee East,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Dec. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er au 31 déc.",01/01/2022,12/31/2022
107036019,15,"Trout Lake (45°48'N., 79°08'W.) - Paxton Twp.",Lac Trout (45° 48' N. et 79° 08' O.) - canton de Paxton,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036020,15,Wahwashkesh (Deer) Lake - Burton and McKenzie Twps.,Lac Wahwashkesh (Deer) - cantons de Burton et McKenzie,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Dec. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er au 31 déc.",01/01/2022,12/31/2022
107036021,15,"York River - from Hamlet of Radcliffe/Mayhews Landing downstream to a line between the points of land at the confluence with Negeek Lake on the Madawaska River (Lots 10 and 11, Conc. 1 of Radcliffe Twp.).","Rivière York - depuis le hameau de Radcliffe/Mayhews Landing en aval jusqu'à une ligne entre les pointes de terre à la confluence avec le lac Negeek sur la rivière Madawaska (lots 10 et 11, conc. I du canton de Radcliffe).",Fish sanctuary - no fishing from Mar. 1 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107036022,16,Bayfield River on upstream side of Hwy. 21 bridge in Huron County.,"Rivière Bayfield, sur le côté en amont du pont de la route 21 dans le comté d’Huron.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036023,16,Bayfield River Tributaries - Huron County.,Rivière Bayfield et tributaires - comté de Huron,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036024,16,"Beatty Saugeen River and tributaries - Normanby, Bentinck Twps. and that part of Egremont Twp. from Hwy. 6 upstream to the dams at Orchard Park.","Rivière Beatty Saugeen et tributaires - cantons de Normanby et de Bentinck, et la partie du canton d'Egremont depuis la route 6 en amont jusqu'aux barrages situés au parc Orchard.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107036025,16,"Beaver River - Thorah Twp., from the CNR railway bridge in the town of Beaverton upstream to Hwy. 12/48.","Rivière Beaver - canton de Thorah, depuis le pont du CN dans la ville de Beaverton en amont jusqu'à la route 12/48.",Fish sanctuary - no fishing from Mar. 1 - Fri. before 2nd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 2e samedi de mai.,01/01/2022,12/31/2022
107036026,16,"Big Creek - Walsingham Twp., south of the Quance Dam to Regional Road 21 at Lynedoch.","Ruisseau Big - canton de Walsingham, au sud du barrage Quance jusqu'à la route régionale 21 à Lynedoch.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th  Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036027,16,Big Creek in the Twp. of Walsingham lying southerly of the dam in the Hamlet of Teeterville to the Quance Dam in the Town of Delhi.,"Ruisseau Big, dans le canton de Walsingham, au sud du barrage dans le hameau de Teeterville jusqu'au barrage Quance dans la ville de Delhi.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
110462412,16,"Big Otter Creek - Town of Tillsonburg, from Black's Dam to the north side of the bridge at Oxford Street.","Ruisseau Big Otter - ville de Tillsonburg, du barrage Black’s au côté nord du pont de la rue Oxford.",Fish Sanctuary - no fishing from Jan. 1 - Fri. before the 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d’avril.,01/01/2022,12/31/2022
107036028,16,"Bighead River Tributaries - Sydenham, St. Vincent and Holland Twps.","Rivière Bighead et tributaires - cantons de Sydenham, St. Vincent et Holland.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107036029,16,"Boyne River - Tosorontio Twp., from the dam in Earl Rowe Provincial Park downstream (east) to the park boundary.","Rivière Boyne - canton de Tosorontio, depuis le barrage dans le parc provincial Earl Rowe en aval (est) jusqu'à la limite du parc.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 2nd Sat. in May & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 2e samedi de mai, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036030,16,"Bradleys Creek - Yarmouth Twp., from the Elgin County Road 35 dam to Catfish Creek.","Ruisseau Bradley - canton de Yarmouth, depuis le barrage du chemin 35 du comté d’Elgin jusqu'au ruisseau Catfish.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036031,16,"Bronte Creek - City of Burlington and Flamborough Twp., from the C.P.R. track in the Village of Progreston downstream to the south side of Hwy. 407, including part of Limestone Creek upstream to Steeles Avenue in the Town of Milton.","Ruisseau Bronte - ville de Burlington et canton de Flamborough, depuis la voie ferrée du CFCP dans le village de Progreston en aval jusqu'au côté sud de la route 407, incluant une partie du ruisseau Limestone en amont jusqu'à l'avenue Steeles dans la vill",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036033,16,"Colpoy’s Creek - Albemarle Twp., from the upper bridge on County Road 9 downstream to the mouth.","Ruisseau de Colpoy - canton d'Albemarle, depuis le pont supérieur du chemin de comté 9, en aval jusqu'à l'embouchure.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107036034,16,"Credit River and tributaries - from the south side of the Britannia Road bridge in the village of Streetsville, upstream to the south side of the Old Baseline Road bridge, town of Caledon, Regional Municipalities of Peel and Halton, excluding Levi's Creek","Rivière Credit et tributaires - depuis le côté sud du pont du chemin Britannia dans le village de Streetsville, en amont jusqu'au côté sud du pont du chemin Old Baseline, ville de Caledon, municipalités régionales de Peel et Halton, excluant le ruisseau d",Fish sanctuary - no fishing from Jan 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036035,16,"Credit River and tributaries - from the south side of the Hwy. 403 bridge, City of Mississauga, upstream to the south side of the Britannia Road bridge in the village of Streetsville.","Rivière Credit et tributaires - depuis le côté sud du pont de la route 403, ville de Mississauga, en amont jusqu'au côté sud du pont du chemin Britannia dans le village de Streetsville.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Aug. 15 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 15 août au 31 déc.",01/01/2022,12/31/2022
107036036,16,"Credit River and tributaries - from the south side of the Old Baseline Road bridge, Town of Caledon, Regional Municipality of Peel, upstream to Hwy. 9.","Rivière Credit et tributaires - depuis le côté sud du pont du chemin Old Baseline, ville de Caledon,municipalité régionale de Peel, en amont jusqu'à la route 9.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036038,16,Fisher’s Creek - Walsingham Twp.,Ruisseau Fisher's - canton de Walsingham,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036039,16,"Galt Creek (Mill Creek) - upstream from the boundary of North Dumfries and Puslinch Twps., including Aberfoyle Creek.","Ruisseau Galt (ruisseau Mill) - en amont depuis la limite des cantons de North Dumfries et Puslinch, incluant le ruisseau Aberfoyle.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036040,16,"Gleason Brook - Keppel Twp., from the bridge on County Road 26 to the mouth.","Ruisseau Gleason - canton de Keppel, depuis le pont du chemin de comté 26 jusqu'à l'embouchure.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107036042,16,Grand River - between the former Town of Paris (City of Brant) and Brantford from a line across the Grand River in Paris at 100 m downstream of the Highway 2 (Dundas Street West) bridge downstream to the pedestrian and service bridge that crosses the Gran,"Rivière Grand - entre l’ancienne ville de Paris (ville de Brant) et Brantford, depuis une ligne qui traverse la rivière Grand à Paris à 100 m en aval du pont de la route 2 (rue Dundas Ouest), en aval jusqu’au pont piétonnier et de service qui traverse la ",Fish sanctuary - no fishing from Mar. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036041,16,Grand River - from the Penman Dam downstream to the William Street Bridge in the former town of Paris (City of Brant County).,"Rivière Grand - depuis le barrage Penman en aval jusqu'au pont de la rue William, dans l'ancienne ville de Paris (ville de Brant).",Fish sanctuary - no fishing from Oct. 1 - Nov. 30,Réserve de poissons - aucune pêche entre le 1er oct. et le 30 nov.,01/01/2022,12/31/2022
107036044,16,"Grindstone Creek - Flamborough Twp. and City of Burlington, from Waterdown Road to Hwy. 2 (Plains Road).","Ruisseau Grindstone - canton de Flamborough et ville de Burlington, depuis le chemin Waterdown jusqu'à la route 2 (chemin Plains).",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036045,16,Gully Creek and tributaries - Goderich Twp.,Ruisseau Gully et tributaires - canton de Goderich,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036046,16,"Humber River and tributaries - upstream of Hwy. 407, Regional Municipalities of York and Peel and Counties of Dufferin and Simcoe.","Rivière Humber et tributaires - en amont de la route 407, municipalités régionales de York et Peel et comtés de Dufferin et Simcoe.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036047,16,Indian Brook and tributaries - Collingwood Twp.,Ruisseau Indian et tributaires - canton de Collingwood,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107036048,16,"Indian River - Sarawak Twp., from Georgian Bay to Indian Falls.","Rivière Indian - canton de Sarawak, depuis la baie Georgienne jusqu'aux chutes Indian.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107036049,16,Judges Creek - Eastnor Twp. from the first falls above County Road 9 to Georgian Bay.,"Ruisseau Judges - canton d'Eastnor, depuis les premières chutes en amont du chemin de comté 9 jusqu'à la baie Georgienne.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107036050,16,Keefer’s Creek - between the waters edge of Owen Sound and Slattery Mills Falls - Sydenham Twp.,Ruisseau Keefer’s - entre la ligne des eaux du bras Owen et les chutes Slattery Mills - canton de Sydenham.,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107035407,16,"Lafontaine Creek and its tributaries in the geographical Township of Tiny, County of Simcoe at (44°43’15.167”N, 80°01’48.461”W)","Ruisseau LaFontaine et tributaires (44º 43’ 15,167” N. et 80º 01’ 48,461” O.) - canton de Tiny, comté de Simcoe",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036052,16,"Little Sauble River and tributaries - Bruce Twp., all waters upstream of a line drawn across the river at a point 180 m (590 ft.) upstream from the foot bridge in Inverhuron Provincial Park.","Petite rivière Sauble et tributaires - canton de Bruce, toutes les eaux en amont d'une ligne traversant la rivière à un point 180 m (590 pi) en amont depuis la passerelle dans le parc provincial Inverhuron.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107036053,16,"Maitland River - Colborne and Goderich Twps., extending 550 m (1804 ft.) downstream from Falls Reserve Waterfall to the first natural waterfall.","Rivière Maitland - cantons de Colborne et Goderich, sur 550 m (1 804 pi) en aval depuis la chute de la réserve Falls jusqu'à la première chute naturelle.",Fish sanctuary - closed to night fishing from Sept. 15 - Oct. 31 (one-half hour after sunset to one-half hour before sunrise),Réserve de poissons - fermée à la pêche de nuit du 15 sept. au 31 oct. (une demiheure après le coucher du soleil à une demi-heure  avant son lever).,01/01/2022,12/31/2022
107036054,16,Maitland River in Huron County - between the bridge on Hwy. 21 and the bridge on County Rd. 4.,Rivière Maitland dans le comté d’Huron - entre le pont de la route 21 et le pont du chemin de comté 4.,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036055,16,Maitland River Tributaries in the County of Huron extending upstream from the upstream side of the bridge on Highway Number 21 to the downstream side of the bridge on Highway Number 4.,Rivière Maitland et tributaires dans le comté d’Huron prolongeant en amont depuis le côté en amont du pont sur la route 21 jusqu’au côté en aval du pont sur la route 4.,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036056,16,"Meux Creek in Neustadt Village - Normanby Twp., from dam face to South Saugeen River.","Ruisseau Meux dans le village de Neustadt - canton de Normanby, depuis le devant du barrage jusqu'à la rivière Saugeen Sud.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107036057,16,"Mill Creek and tributaries - Euphrasia and Collingwood Twps., downstream of Mitchell’s Falls to the Euphrasia/Collingwood Townline.","Ruisseau Mill et tributaires - cantons d'Euphrasia et de Collingwood, en aval des chutes Mitchell jusqu'à la ligne de canton Euphrasia/Collingwood.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107036058,16,Naftel’s Creek and tributaries - Huron County.,Ruisseau de Naftel et tributaires - comté d’Huron,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036061,16,Nine Mile River - 100 m (328 ft.) above Port Albert Fishway - Ashfield Twp.,Rivière Nine Mile - 100 m (328 pi) au-dessus de la passe à poissons Port Albert - canton d’Ashfield,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 15 & Sept. 1 - Nov. 30,"Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 15 mai, ni du 1er sept. au 30 nov.",01/01/2022,12/31/2022
107036059,16,Nine Mile River - From the Port Albert fishway to 100m (328 ft) upstream - Ashfield Twp.,Rivière Nine Mile - de la passe à poissons de Port Albert à 100 m (328 pi) en amont - canton d’Ashfield,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036060,16,"Nine Mile River tributaries - Huron County, Hwy. 86 downstream to Lake Huron.","Rivière Nine Mile et tributaires - comté d’Huron, route 86 en aval jusqu'au lac Huron.",Fish sanctuary - no fishing from Jan. 1 -  Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036062,16,Normandale Creek (Potters Creek) - Walsingham Twp.,Ruisseau Normandale (ruisseau Potters) - canton de Walsingham,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107036063,16,"North Creek - Walsingham Twp., south of Hwy. 3.","Ruisseau North - canton de Walsingham, au sud de la route 3.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107036064,16,"Nottawasaga River - Essa Twp., waters lying within Lot 1, Conc. V, from Hwy. 89 above Nicholson Dam downstream to near the confluence of the Boyne River.","Rivière Nottawasaga - canton d'Essa, les eaux à l'intérieur du lot 1, conc. V, depuis la route 89 au-dessus du barrage Nicholson en aval jusque près de la confluence de la rivière Boyne.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 2nd Sat. in May & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 2e samedi de mai, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035322,16,Orchard Creek (Centreville Creek) and tributaries in St. Vincent Twp.,Ruisseau Orchard (ruisseau Centreville) et tributaires dans le canton de St. Vincent.,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107035323,16,"Park Head Creek in Amabel Twp., from the confluence of Park Head Creek with the Sauble River upstream to Bruce County Road 10.","Ruisseau Park Head dans le canton d'Amabel, depuis la confluence du ruisseau Park Head et la rivière Sauble en amont jusqu'au chemin de comté 10, comté de Bruce",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107035324,16,"Pefferlaw Brook in the Town of Georgina, from Hwy. 48 upstream to the dam in the village of Pefferlaw.","Ruisseau Pefferlaw dans la ville de Georgina, depuis la route 48 en amont jusqu'au barrage dans le village de Pefferlaw.",Fish sanctuary - no fishing from Mar. 1 - Fri. before 2nd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 2e samedi de mai.,01/01/2022,12/31/2022
107035325,16,"Pottawatomi River and Maxwell Creek - City of Owen Sound and Derby Twp., from the 4th Avenue West Bridge upstream to the base of the escarpment.","Rivière Pottawatomi et ruisseau Maxwell - ville d'Owen Sound et canton de Derby, depuis le pont de la 4e Avenue West en amont jusqu'au pied de l'escarpement.",Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31 & Sept. 1 - Sept. 30,"Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai, ni du 1er au 30 sept.",01/01/2022,12/31/2022
107035326,16,Pretty River and tributaries – Collingwood and Osprey Twps.,Rivière Pretty et tributaires - cantons de Collingwood et Osprey,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107035326,16,Pretty River and tributaries - Town of Collingwood and Nottawasaga Twp.,Rivière Pretty et tributaires - ville de Collingwood et canton de Nottawasaga,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035327,16,Sangs Creek and tributaries – Arran Twp.,Ruisseau Sangs et tributaires - canton d'Arran,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 31,Réserve de poissons - aucune pêche entre le 4e samedi d'avril et le 31 mai.,01/01/2022,12/31/2022
107035329,16,"Saugeen River – Amabel and Saugeen Twps., Denny’s Dam to the concrete abutments downstream.","Rivière Saugeen - cantons d’Amabel et de Saugeen, du barrage Denny’s jusqu’aux culées de béton.",Fish sanctuary - closed to night fishing from Oct. 1 - Oct. 31 (one-half hour after sunset to one-half hour before sunrise),Réserve de poissons - pêche la nuit interdite du 1er au 31 oct. (une demi-heure après le coucher du soleil à une demi-heure avant le lever du soleil),01/01/2022,12/31/2022
107035330,16,"Saugeen River - Brant Twp. in the County of Bruce, from the dam face of the Maple Hill Dam to a point 300m downstream and including the hydro-electric power channel.","Rivière Saugeen - canton de Brant dans le comté de Bruce. De la face du barrage de Maple Hill jusqu’à un point situé à 300 m en aval, incluant le chenal du barrage hydrolectrique.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035331,16,"Severn River between Coopers Falls Road bridge, downstream to a line extending southerly across the river from the westerly limit of Lot 17, Conc. A, Morrison Twp.","Rivière Severn, entre le chemin du pont des chutes Coopers, en aval jusqu'à une ligne tracée vers le sud qui traverse la rivière depuis la limite ouest du lot 17, conc. A, canton de Morrison.",Fish sanctuary - no fishing from Mar. 1 - Fri. before 2nd Sat. in May,Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 2e samedi de mai.,01/01/2022,12/31/2022
107035332,16,"Silver Creek and tributaries - Town of Collingwood, Collingwood and Nottawasaga Twps.","Ruisseau Silver et tributaires - ville de Collingwood, cantons de Collingwood et Nottawasaga.",Fish sanctuary - no fishing from Jan. 1  - May 31 & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 31 mai, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035333,16,"Stoney Creek -  Walsingham Twp., south of Hwy. 3 to Big Creek.","Ruisseau Stoney - canton de Walsingham, sud de la route 3 jusqu'au ruisseau Big.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
107035334,16,"Sturgeon River and tributaries - Tay and Oro-Medonte Twps., upstream (south) from the lamprey barrier.","Rivière Sturgeon et tributaires - cantons de Tay et d'Oro-Medonte, en amont (sud) depuis la barrière à lamproies.",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d'avril.,01/01/2022,12/31/2022
