Zone Number,Species,Species French,Aggregate Trout and Salmon Limit,Season,Season French,Limit,Limit Description French,Limit Type,Limit French,Effective Date,Expiry Date
16,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
16,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 15 & 2nd Sat. in May - Dec. 31,"1er janv. au 31 mars, et 2e samedi de mai au 31 déc.","C - 2, not more than 1 greater than 46 cm (18.1 in.)","C - 2, un seul dépassant 46 cm (18,1 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
16,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 15 & 2nd Sat. in May - Dec. 31,"1er janv. au 31 mars, et 2e samedi de mai au 31 déc.","S - 4, not more than 1 greater than 46 cm (18.1 in.)","S - 4, un seul dépassant 46 cm (18,1 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
16,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
16,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Atlantic Salmon,Saumon atlantique,Yes,4th Sat. in Apr. to Sept 30,4e samedi d’avril au 30 sept.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Atlantic Salmon,Saumon atlantique,Yes,4th Sat. in Apr. to Sept 30,4e samedi d’avril au 30 sept.,S - 0,S - 0,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Brook Trout,Omble de fontaine,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Brook Trout,Omble de fontaine,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Brown Trout,Truite brune,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Brown Trout,Truite brune,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Channel Catfish,Barbue de rivière,No,4th Sat. in Apr. - Nov. 15,4e samedi d'avril au 15 nov.,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Channel Catfish,Barbue de rivière,No,4th Sat. in Apr. - Nov. 15,4e samedi d'avril au 15 nov.,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Lake Trout,Touladi,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Lake Trout,Touladi,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,S - 3,S - 3,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Lake Whitefish,Grand corégone,No,4th Sat. in Apr. - Nov. 15,4e samedi d'avril au 15 nov.,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Lake Whitefish,Grand corégone,No,4th Sat. in Apr. - Nov. 15,4e samedi d'avril au 15 nov.,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Muskellunge,Maskinongé,No,1st Sat. in June - Dec. 15,1er samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Muskellunge,Maskinongé,No,1st Sat. in June - Dec. 15,1er samedi de juin au 15 déc.,"S - 1, must be greater than 112 cm (44 in.)","S - 1, doit mesurer plus de 112 cm (44 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Northern Pike,Grand brochet,No,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Northern Pike,Grand brochet,No,Open all year,Pêche ouverte toute l’année,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Pacific Salmon,Saumon du Pacifique,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Pacific Salmon,Saumon du Pacifique,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Rainbow Trout,Truite arc-enciel,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Rainbow Trout,Truite arc-enciel,Yes,4th Sat. in Apr. - Sept. 30,4e samedi d'avril au 30 sept.,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,C - 15,C - 15,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,"S - 300, only 30 may be greater than 18 cm (7.1 in.)","S - 300, dont seulement 30 peuvent mesurer plus de 18 cm (7.1 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,2nd Sat. in May - Nov. 15,2e samedi de mai au 15 nov.,"C - 1, must be between 35 - 50 cm (13.8 - 19.7 in.)","C - 1, doit mesurer entre 35 et 50 cm (13,8-19,7 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,2nd Sat. in May - Nov. 15,2e samedi de mai au 15 nov.,"S - 4, must be between 35 - 50 cm (13.8 - 19.7 in.)","S - 4, doit mesurer entre 35 et 50 cm (13,8 et 19,7 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
17,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
17,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Brook Trout,Omble de fontaine,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Brook Trout,Omble de fontaine,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Lake Trout,Touladi,Yes,4th Sat. in May - Sept. 8,4e samedi de mai au 8 sept.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Lake Trout,Touladi,Yes,4th Sat. in May - Sept. 8,4e samedi de mai au 8 sept.,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Muskellunge,Maskinongé,No,1st Sat. in June - Dec. 15,1er samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Muskellunge,Maskinongé,No,1st Sat. in June - Dec. 15,1er samedi de juin au 15 déc.,"S - 1, must be greater than 91 cm (36 in.)","S - 1, doit dépasser 91 cm (36 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 31 & 2nd Sat. in May - Dec. 31,1er janv. au31 mars et 2e samedi de mai au 31 déc.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 31 & 2nd Sat. in May - Dec. 31,1er janv. au31 mars et 2e samedi de mai au 31 déc.,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Splake,Truite moulac,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Splake,Truite moulac,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,C - 15,C - 15,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,"S - 300, only 30 may be greater than 18 cm (7.1 in.)","S - 300, dont 30 seulement peuvent mesurer plus de 18 cm (7,1 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 1 & 2nd Sat. in May - Dec. 31,1er janv. au 1ermars et 2e samedi de mai au 31 déc.,"C - 2, must be between 40 - 50 cm (15.7 – 19.7 in.)","C - 2, doivent mesurer entre 40-50 cm (15,7-19,7 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 1 & 2nd Sat. in May - Dec. 31,1er janv. au 1ermars et 2e samedi de mai au 31 déc.,"S - 4, must be between 40 - 50 cm (15.7 – 19.7 in.)","S - 4, doivent mesurer entre 40-50 cm (15,7-19,7 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
18,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
18,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Atlantic Salmon,Saumon atlantique,No,Open all year,Pêche ouverte toute l’année,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Atlantic Salmon,Saumon atlantique,No,Open all year,Pêche ouverte toute l’année,S - 1,S - 1,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30 & Dec. 1 - Dec. 31,1er janv. au 30 sept. et 1er au 31 déc.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30 & Dec. 1 - Dec. 31,1er janv. au 30 sept. et 1er au 31 déc.,S - 3,S - 3,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,4th Sat. in June - Nov. 30,4e samedi de juin au 30 nov.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,4th Sat. in June - Nov. 30,4e samedi de juin au 30 nov.,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Muskellunge,Maskinongé,No,1st Sat. in June - Dec. 15,1er samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Muskellunge,Maskinongé,No,1st Sat. in June - Dec. 15,1er samedi de juin au 15 déc.,"S - 1, must be greater than 112 cm (44 in.)","S - 1, doit dépasser 112 cm (44 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Northern Pike,Grand brochet,No,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Northern Pike,Grand brochet,No,Open all year,Pêche ouverte toute l’année,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
19,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
19,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
